cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.90152+-4.20437*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.49081+3.47119*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.97373+-5.19706*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.01803+-1.20099*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.712009"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.18495"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.2975+0.133552*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.920668+-0.409623*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.15473+0.056309*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.950858+-0.560829*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12771+0.555292*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.1466+-0.849638*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.0655+-0.412083*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.934328+-0.0449056*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.739088+0.350958*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.719311+0.384298*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.63939+-0.942994*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.873762+0.0222453*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.833188+0.0676711*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.45608+-3.7467*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.0135+4.00907*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.12458+-4.32486*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.56889+-0.73289*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.839426"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.07251"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.33435+0.297109*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.900898+-0.32768*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.15618+0.180499*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.949374+-0.445526*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12447+0.659533*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.14347+-0.752682*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.0624+-0.315316*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.901412+0.135315*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.799339+0.342276*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.759319+0.40974*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.69578+-0.941187*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.997412+-0.0607412*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.0198758+1.07818*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "5.8042+-5.05371*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.2122+3.26982*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.38866+-6.56208*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.62329+-1.74809*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.875071"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.08672"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.44201+0.401746*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.916448+-0.355815*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.14532+0.0997881*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.941306+-0.51778*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.11972+0.608237*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.13843+-0.782577*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.05561+-0.335759*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.894992+0.113844*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.782709+0.341505*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.740482+0.41269*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.66331+-0.918568*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.968231+-0.0422697*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.0249671+1.06969*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "5.69872+-4.95652*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.21317+3.2585*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.2774+-6.46046*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.57591+-1.711*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.865725"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.17162"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.1866+0.0242652*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.904938+-0.381732*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.16583+0.13762*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.959135+-0.488077*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.1326+0.606659*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.15179+-0.820113*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.07248+-0.392258*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.94129+-0.0250277*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.755416+0.351846*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.738144+0.380962*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.672+-0.966202*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.902207+0.00428613*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.848561+0.0643468*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.54814+-3.83076*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.022+4.02942*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.21164+-4.40237*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.6049+-0.758832*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.848612"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.20324"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "-0.319078+-1.68295*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.02562+0.255356*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.04417+0.292274*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.961878+0.0431704*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.0051+0.315973*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.01556+-0.461338*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.04616+-0.626447*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.06078+-0.667375*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.08124+-0.708855*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.13204+-0.79449*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.16576+-0.843129*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.26423+-0.967277*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "1.5658+-1.3049*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "1.07004+-0.782943*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "1.25239+-0.972279*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "-0.0971064+0.409694*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.47135+-3.19517*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.265634"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "8.76284+9.68751*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "2.34614+0.438212*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "2.03124+-0.188626*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.83698+-0.776669*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.45346+-3.19715*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.39081+1.4611*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.29388+1.98402*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.24757+2.11365*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.18278+2.24502*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.0219+2.51623*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.915113+2.67028*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.603236+3.06346*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.351858+4.13276*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "1.21826+2.47966*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "0.640736+3.07931*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "4.91473+-1.29754*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-6.38692+10.1194*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "3.76589"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.990359"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.32558+2.11561*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.3792+-1.87111*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.26074+-1.23199*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.00142+-0.506127*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.654617+0.197051*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.308371+0.780742*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "-0.180364+1.48578*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "-0.871583+2.35721*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-1.78244+3.37698*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "-1.41729+2.99253*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.0429+3.64212*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "-0.384327+1.94363*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-4.86658+6.47161*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "1.62639"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.00983"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "0.668021+-2.15721*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "0.613346+1.90789*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.734135+1.25621*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.998548+0.516078*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.35217+-0.200925*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.70523+-0.796093*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.20357+-1.515*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "2.90838+-2.40356*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "3.83715+-3.44338*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "3.46482+-3.05137*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "4.10273+-3.71373*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "2.41155+-1.98184*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "6.98193+-6.59885*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.361297"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.17871"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.388085+-0.870295*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.12611+0.193527*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.27755+0.494986*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.935109+-0.541611*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.1984+1.12003*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.22874+-1.13595*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.04057+-0.120747*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.15218+-0.433155*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.802895+0.275045*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.03333+-0.113423*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.835189+0.172418*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.611968+0.453836*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.22182+-2.46808*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-7.69365+9.02431*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "2.69305+-1.76034*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.04406+-1.09573*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.60652+-4.69454*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.899079"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "0.998054"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.944277+-0.0583624*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.04274+0.083564*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.31013+0.615838*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.878708+-0.690105*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.20224+1.35173*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.23498+-1.083*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.04414+-0.0533641*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.21206+-0.523399*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.772648+0.367541*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.02286+-0.0542553*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.849268+0.196162*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.720895+0.358003*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.4219+-2.66596*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-7.62241+8.96208*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "1.87957+-0.903957*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.10009+-0.105724*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "4.2441+-3.28181*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.9524"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.35916"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.160165+-1.67071*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.19941+0.289039*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.20566+0.301481*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.943232+-0.492923*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.18299+1.02023*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.21098+-1.06102*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.06484+-0.272518*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.10063+-0.372725*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.492077+0.861171*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.50422+-0.845076*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.78461+0.193027*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.530719+0.513111*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.86971+-2.10555*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-6.77242+8.04619*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "2.83859+-1.93305*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.29658+-1.378*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "7.25319+-6.38518*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.85201"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "0.625602"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "1.73235+1.17698*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.29279+0.543385*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.41847+0.793571*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.996159+-0.484805*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.28273+1.32376*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.31755+-1.26508*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.09116+-0.0437044*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.26171+-0.521088*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.800238+0.414578*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.1149+-0.115866*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.894496+0.202083*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.601191+0.571857*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.50146+-2.6752*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-8.38569+9.84023*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "2.95058+-1.93038*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.19458+-1.15618*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "6.11614+-5.11775*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.919599"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.41058"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.389404+-2.05453*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.02981+-0.00881338*x"
